filename,commit_count,lines,deletions,insertions,bug_fix_commits,bug_density
CustomComponent.cs,4,61707,25431,36276,0,0.0
CustomComponent.cs.meta,4,61707,25431,36276,0,0.0
CustomInputField.cs,1,2141,11,2130,1,1.0
CustomInputField.cs.meta,1,45,11,34,0,0.0
DINPro-Bold.otf,1,101002,17,100985,0,0.0
DINPro-Bold.otf.meta,1,101002,17,100985,0,0.0
DLAA.shader,1,23752,8,23744,0,0.0
DLAA.shader.meta,1,23752,8,23744,0,0.0
DTOFormatter.cs,3,54470,18194,36276,0,0.0
DTOFormatter.cs.meta,3,54470,18194,36276,0,0.0
Data.cs,2,366,56,310,0,0.0
Data.cs.meta,1,193,3,190,0,0.0
Data.meta,1,193,3,190,0,0.0
DebugArt.meta,1,217,4,213,0,0.0
Decal.mat,4,61707,25431,36276,0,0.0
Decal.mat.meta,4,61707,25431,36276,0,0.0
DefaultWsdlHelpGenerator.aspx,8,177390,88668,88722,0,0.0
DemoCamera.cs,1,112,43,69,0,0.0
DemoCamera.cs.meta,1,112,43,69,0,0.0
DepthOfField.cs,1,23752,8,23744,0,0.0
DepthOfField.cs.meta,1,23752,8,23744,0,0.0
DepthOfField34.shader,1,23752,8,23744,0,0.0
DepthOfField34.shader.meta,1,23752,8,23744,0,0.0
DepthOfFieldDX11.shader,1,23752,8,23744,0,0.0
DepthOfFieldDX11.shader.meta,1,23752,8,23744,0,0.0
DepthOfFieldDeprecated.cs,1,23752,8,23744,0,0.0
DepthOfFieldDeprecated.cs.meta,1,23752,8,23744,0,0.0
DepthOfFieldDeprecatedEditor.cs,1,23752,8,23744,0,0.0
DepthOfFieldDeprecatedEditor.cs.meta,1,23752,8,23744,0,0.0
DepthOfFieldEditor.cs,1,23752,8,23744,0,0.0
DepthOfFieldEditor.cs.meta,1,23752,8,23744,0,0.0
DepthOfFieldScatter.shader,1,23752,8,23744,0,0.0
DepthOfFieldScatter.shader.meta,1,23752,8,23744,0,0.0
DesignTimeResolveAssemblyReferencesInput.cache,13,2418,727,1691,2,0.15384615384615385
DestroyObject.js,4,61707,25431,36276,0,0.0
DestroyObject.js.meta,4,61707,25431,36276,0,0.0
DirectoryButton.prefab,1,214,0,214,0,0.0
DirectoryButton.prefab.meta,1,214,0,214,0,0.0
DisableOutsideRadius.js,4,61707,25431,36276,0,0.0
DisableOutsideRadius.js.meta,4,61707,25431,36276,0,0.0
DiskCache.cs,2,3535,1375,2160,0,0.0
DiskCache.cs.meta,1,3531,1375,2156,0,0.0
Dive-Splashscreen.unity,1,4181,22,4159,0,0.0
Dive-Splashscreen.unity.meta,1,4181,22,4159,0,0.0
Dive.meta,1,4181,22,4159,0,0.0
DiveFPSController.js,1,4181,22,4159,0,0.0
DiveFPSController.js.meta,1,4181,22,4159,0,0.0
Dive_Camera.prefab,1,4181,22,4159,0,0.0
Dive_Camera.prefab.meta,1,4181,22,4159,0,0.0
Documentation.url,3,54470,18194,36276,0,0.0
Documentation.url.meta,3,54470,18194,36276,0,0.0
DownloadFailedException.cs,2,208,58,150,0,0.0
DownloadFailedException.cs.meta,3,289,76,213,0,0.0
DrawController.cs,52,37103,3869,33234,10,0.19230769230769232
DrawController.cs.meta,3,656,309,347,2,0.6666666666666666
DropDownControl.cs,3,54470,18194,36276,0,0.0
DropDownControl.cs.meta,3,54470,18194,36276,0,0.0
DropDownMenu.cs,2,1570,21,1549,0,0.0
DropDownMenu.cs.meta,1,1215,5,1210,0,0.0
DynamicIntegrationTest.cs,4,61707,25431,36276,0,0.0
DynamicIntegrationTest.cs.meta,4,61707,25431,36276,0,0.0
DynamicsManager.asset,1,11,0,11,0,0.0
EdgeDetectNormals.shader,1,23752,8,23744,0,0.0
EdgeDetectNormals.shader.meta,1,23752,8,23744,0,0.0
EdgeDetection.cs,1,23752,8,23744,0,0.0
EdgeDetection.cs.meta,1,23752,8,23744,0,0.0
EdgeDetectionEditor.cs,1,23752,8,23744,0,0.0
EdgeDetectionEditor.cs.meta,1,23752,8,23744,0,0.0
Editor.meta,24,408084,98500,309584,0,0.0
EditorBuildSettings.asset,23,15845,536,15309,5,0.21739130434782608
EditorBuildSettings.asset.orig,1,33,0,33,0,0.0
EditorFacebook.cs,1,21682,20,21662,0,0.0
EditorFacebook.cs.meta,1,21682,20,21662,0,0.0
EditorFacebookAccessToken.cs,1,21682,20,21662,0,0.0
EditorFacebookAccessToken.cs.meta,1,21682,20,21662,0,0.0
EditorFacebookLoader.cs,1,21682,20,21662,0,0.0
EditorFacebookLoader.cs.meta,1,21682,20,21662,0,0.0
EditorSettings.asset,1,11,0,11,0,0.0
EditorUserBuildSettings.asset,3,92,2,90,0,0.0
EditorUserSettings.asset,1,11,0,11,0,0.0
EffectSequencer.js,4,61707,25431,36276,0,0.0
EffectSequencer.js.meta,4,61707,25431,36276,0,0.0
Effects.meta,5,85459,25439,60020,0,0.0
ElectricShockwave.mat,4,61707,25431,36276,0,0.0
ElectricShockwave.mat.meta,4,61707,25431,36276,0,0.0
ElectricShockwave1.psd,4,61707,25431,36276,0,0.0
ElectricShockwave1.psd.meta,4,61707,25431,36276,0,0.0
ElectricSparksA.prefab,4,61707,25431,36276,0,0.0
ElectricSparksA.prefab.meta,4,61707,25431,36276,0,0.0
ElectricSparksC.prefab,4,61707,25431,36276,0,0.0
ElectricSparksC.prefab.meta,4,61707,25431,36276,0,0.0
ElectricSparksHitA.prefab,4,61707,25431,36276,0,0.0
ElectricSparksHitA.prefab.meta,4,61707,25431,36276,0,0.0
EleeectricSparksHitA.mat,4,61707,25431,36276,0,0.0
EleeectricSparksHitA.mat.meta,4,61707,25431,36276,0,0.0
Enemies.meta,8,123414,50862,72552,0,0.0
Enemy.meta,4,61707,25431,36276,0,0.0
Enemy.physicMaterial,4,61707,25431,36276,0,0.0
Enemy.physicMaterial.meta,4,61707,25431,36276,0,0.0
EnemySelfIlluminationReflective.shader,4,61707,25431,36276,0,0.0
EnemySelfIlluminationReflective.shader.meta,4,61707,25431,36276,0,0.0
EnemySpider.prefab,4,61707,25431,36276,0,0.0
EnemySpider.prefab.meta,4,61707,25431,36276,0,0.0
EventHitBuilder.cs,1,4836,20,4816,0,0.0
EventHitBuilder.cs.meta,1,4836,20,4816,0,0.0
EventSystem.prefab,1,193,10,183,0,0.0
EventSystem.prefab.meta,1,193,10,183,0,0.0
ExampleABTests.unity,4,61707,25431,36276,0,0.0
ExampleABTests.unity.meta,4,61707,25431,36276,0,0.0
ExampleIntegrationTests.unity,4,61707,25431,36276,0,0.0
ExampleIntegrationTests.unity.meta,4,61707,25431,36276,0,0.0
Examples.meta,10,84306,25694,58612,0,0.0
ExceptionHitBuilder.cs,1,4836,20,4816,0,0.0
ExceptionHitBuilder.cs.meta,1,4836,20,4816,0,0.0
ExplosionSequenceSpider.prefab,4,61707,25431,36276,0,0.0
ExplosionSequenceSpider.prefab.meta,4,61707,25431,36276,0,0.0
ExplosionSequenceSpiderDetonate.prefab,4,61707,25431,36276,0,0.0
ExplosionSequenceSpiderDetonate.prefab.meta,4,61707,25431,36276,0,0.0
Explosions.meta,4,61707,25431,36276,0,0.0
FB.cs,1,21682,20,21662,0,0.0
FB.cs.meta,1,21682,20,21662,0,0.0
FB.java,1,21682,20,21662,0,0.0
FB.java.meta,1,21682,20,21662,0,0.0
FBAccessTokenData.h,1,21682,20,21662,0,0.0
FBAccessTokenData.h.meta,1,21682,20,21662,0,0.0
FBAppCall.h,1,21682,20,21662,0,0.0
FBAppCall.h.meta,1,21682,20,21662,0,0.0
FBAppEvents.h,1,21682,20,21662,0,0.0
FBAppEvents.h.meta,1,21682,20,21662,0,0.0
FBAppLinkData.h,1,21682,20,21662,0,0.0
FBAppLinkData.h.meta,1,21682,20,21662,0,0.0
FBAppLinkResolver.h,1,21682,20,21662,0,0.0
FBAppLinkResolver.h.meta,1,21682,20,21662,0,0.0
FBAppRequestsFilterGroup.cs,1,21682,20,21662,0,0.0
FBAppRequestsFilterGroup.cs.meta,1,21682,20,21662,0,0.0
FBButton.cs,3,1049,178,871,0,0.0
FBButton.cs.meta,2,445,17,428,0,0.0
FBCacheDescriptor.h,1,21682,20,21662,0,0.0
FBCacheDescriptor.h.meta,1,21682,20,21662,0,0.0
FBColor.h,1,21682,20,21662,0,0.0
FBColor.h.meta,1,21682,20,21662,0,0.0
FBDialogUtils.java,1,21682,20,21662,0,0.0
FBDialogUtils.java.meta,1,21682,20,21662,0,0.0
FBDialogs.h,1,21682,20,21662,0,0.0
FBDialogs.h.meta,1,21682,20,21662,0,0.0
FBDialogsData.h,1,21682,20,21662,0,0.0
FBDialogsData.h.meta,1,21682,20,21662,0,0.0
FBDialogsParams.h,1,21682,20,21662,0,0.0
FBDialogsParams.h.meta,1,21682,20,21662,0,0.0
FBError.h,1,21682,20,21662,0,0.0
FBError.h.meta,1,21682,20,21662,0,0.0
FBErrorUtility.h,1,21682,20,21662,0,0.0
FBErrorUtility.h.meta,1,21682,20,21662,0,0.0
FBFrictionlessRecipientCache.h,1,21682,20,21662,0,0.0
FBFrictionlessRecipientCache.h.meta,1,21682,20,21662,0,0.0
FBFriendPickerViewController.h,1,21682,20,21662,0,0.0
FBFriendPickerViewController.h.meta,1,21682,20,21662,0,0.0
FBGraphLocation.h,1,21682,20,21662,0,0.0
FBGraphLocation.h.meta,1,21682,20,21662,0,0.0
FBGraphObject.h,1,21682,20,21662,0,0.0
FBGraphObject.h.meta,1,21682,20,21662,0,0.0
FBGraphObjectPickerViewController.h,1,21682,20,21662,0,0.0
FBGraphObjectPickerViewController.h.meta,1,21682,20,21662,0,0.0
FBGraphPerson.h,1,21682,20,21662,0,0.0
FBGraphPerson.h.meta,1,21682,20,21662,0,0.0
FBGraphPlace.h,1,21682,20,21662,0,0.0
FBGraphPlace.h.meta,1,21682,20,21662,0,0.0
FBGraphUser.h,1,21682,20,21662,0,0.0
FBGraphUser.h.meta,1,21682,20,21662,0,0.0
FBInsights.h,1,21682,20,21662,0,0.0
FBInsights.h.meta,1,21682,20,21662,0,0.0
FBLikeControl.h,1,21682,20,21662,0,0.0
FBLikeControl.h.meta,1,21682,20,21662,0,0.0
FBLinkShareParams.h,1,21682,20,21662,0,0.0
FBLinkShareParams.h.meta,1,21682,20,21662,0,0.0
FBLogin.java,1,21682,20,21662,0,0.0
FBLogin.java.meta,1,21682,20,21662,0,0.0
FBLoginTooltipView.h,1,21682,20,21662,0,0.0
FBLoginTooltipView.h.meta,1,21682,20,21662,0,0.0
FBLoginView.h,1,21682,20,21662,0,0.0
FBLoginView.h.meta,1,21682,20,21662,0,0.0
FBNativeDialogs.h,1,21682,20,21662,0,0.0
FBNativeDialogs.h.meta,1,21682,20,21662,0,0.0
FBOpenGraphAction.h,1,21682,20,21662,0,0.0
FBOpenGraphAction.h.meta,1,21682,20,21662,0,0.0
FBOpenGraphActionParams.h,1,21682,20,21662,0,0.0
FBOpenGraphActionParams.h.meta,1,21682,20,21662,0,0.0
FBOpenGraphActionShareDialogParams.h,1,21682,20,21662,0,0.0
FBOpenGraphActionShareDialogParams.h.meta,1,21682,20,21662,0,0.0
FBOpenGraphObject.h,1,21682,20,21662,0,0.0
FBOpenGraphObject.h.meta,1,21682,20,21662,0,0.0
FBPListParser.cs,1,21682,20,21662,0,0.0
FBPListParser.cs.meta,1,21682,20,21662,0,0.0
FBPeoplePickerViewController.h,1,21682,20,21662,0,0.0
FBPeoplePickerViewController.h.meta,1,21682,20,21662,0,0.0
FBPhotoParams.h,1,21682,20,21662,0,0.0
FBPhotoParams.h.meta,1,21682,20,21662,0,0.0
FBPlacePickerViewController.h,1,21682,20,21662,0,0.0
FBPlacePickerViewController.h.meta,1,21682,20,21662,0,0.0
FBProfilePictureView.h,1,21682,20,21662,0,0.0
FBProfilePictureView.h.meta,1,21682,20,21662,0,0.0
FBRequest.h,1,21682,20,21662,0,0.0
FBRequest.h.meta,1,21682,20,21662,0,0.0
FBRequestConnection.h,1,21682,20,21662,0,0.0
FBRequestConnection.h.meta,1,21682,20,21662,0,0.0
FBSDKMacros.h,1,21682,20,21662,0,0.0
FBSDKMacros.h.meta,1,21682,20,21662,0,0.0
FBScreen.cs,1,21682,20,21662,0,0.0
FBScreen.cs.meta,1,21682,20,21662,0,0.0
FBSession.h,1,21682,20,21662,0,0.0
FBSession.h.meta,1,21682,20,21662,0,0.0
FBSessionTokenCachingStrategy.h,1,21682,20,21662,0,0.0
FBSessionTokenCachingStrategy.h.meta,1,21682,20,21662,0,0.0
FBSettings.cs,1,21682,20,21662,0,0.0
FBSettings.cs.meta,1,21682,20,21662,0,0.0
FBSettings.h,1,21682,20,21662,0,0.0
FBSettings.h.meta,1,21682,20,21662,0,0.0
FBShareDialogParams.h,1,21682,20,21662,0,0.0
FBShareDialogParams.h.meta,1,21682,20,21662,0,0.0
FBShareDialogPhotoParams.h,1,21682,20,21662,0,0.0
FBShareDialogPhotoParams.h.meta,1,21682,20,21662,0,0.0
FBTaggableFriendPickerViewController.h,1,21682,20,21662,0,0.0
FBTaggableFriendPickerViewController.h.meta,1,21682,20,21662,0,0.0
FBTestSession.h,1,21682,20,21662,0,0.0
FBTestSession.h.meta,1,21682,20,21662,0,0.0
FBTooltipView.h,1,21682,20,21662,0,0.0
FBTooltipView.h.meta,1,21682,20,21662,0,0.0
FBUnityDeepLinkingActivity.java,1,21682,20,21662,0,0.0
FBUnityDeepLinkingActivity.java.meta,1,21682,20,21662,0,0.0
FBUnityDialogsActivity.java,2,21684,21,21663,1,0.5
FBUnityDialogsActivity.java.meta,1,21682,20,21662,0,0.0
FBUnityLoginActivity.java,1,21682,20,21662,0,0.0
FBUnityLoginActivity.java.meta,1,21682,20,21662,0,0.0
FBUnityPlayerActivity.java,1,21682,20,21662,0,0.0
FBUnityPlayerActivity.java.meta,1,21682,20,21662,0,0.0
FBUnityPlayerNativeActivity.java,1,21682,20,21662,0,0.0
FBUnityPlayerNativeActivity.java.meta,1,21682,20,21662,0,0.0
FBUserSettingsViewController.h,1,21682,20,21662,0,0.0
FBUserSettingsViewController.h.meta,1,21682,20,21662,0,0.0
FBViewController.h,1,21682,20,21662,0,0.0
FBViewController.h.meta,1,21682,20,21662,0,0.0
FBWebDialogs.h,1,21682,20,21662,0,0.0
FBWebDialogs.h.meta,1,21682,20,21662,0,0.0
FXAA2.shader,1,23752,8,23744,0,0.0
FXAA2.shader.meta,1,23752,8,23744,0,0.0
FXAA3Console.shader,1,23752,8,23744,0,0.0
FXAA3Console.shader.meta,1,23752,8,23744,0,0.0
FXAAPreset2.shader,1,23752,8,23744,0,0.0
FXAAPreset2.shader.meta,1,23752,8,23744,0,0.0
FXAAPreset3.shader,1,23752,8,23744,0,0.0
FXAAPreset3.shader.meta,1,23752,8,23744,0,0.0
Facebook.meta,2,22087,222,21865,0,0.0
FacebookAndroidUtil.cs,1,21682,20,21662,0,0.0
FacebookAndroidUtil.cs.meta,1,21682,20,21662,0,0.0
FacebookPostprocess.cs,1,21682,20,21662,0,0.0
FacebookPostprocess.cs.meta,1,21682,20,21662,0,0.0
FacebookSDK.a,1,21682,20,21662,0,0.0
FacebookSDK.a.meta,1,21682,20,21662,0,0.0
FacebookSDK.h,1,21682,20,21662,0,0.0
FacebookSDK.h.meta,1,21682,20,21662,0,0.0
FacebookSDK.meta,1,21682,20,21662,0,0.0
FacebookSettings.asset,1,21682,20,21662,0,0.0
FacebookSettings.asset.meta,1,21682,20,21662,0,0.0
FacebookSettingsEditor.cs,1,21682,20,21662,0,0.0
FacebookSettingsEditor.cs.meta,1,21682,20,21662,0,0.0
FailedAssetImports.txt,1,11,0,11,0,0.0
Fallback.shader,4,61707,25431,36276,0,0.0
Fallback.shader.meta,4,61707,25431,36276,0,0.0
FanRotate.js,4,61707,25431,36276,0,0.0
FanRotate.js.meta,4,61707,25431,36276,0,0.0
FbUnityInterface.h,1,21682,20,21662,0,0.0
FbUnityInterface.h.meta,1,21682,20,21662,0,0.0
FbUnityInterface.mm,1,21682,20,21662,0,0.0
FbUnityInterface.mm.meta,1,21682,20,21662,0,0.0
Feliciaan.png,1,788,62,726,0,0.0
Feliciaan.png.meta,1,788,62,726,0,0.0
Field.cs,1,4836,20,4816,0,0.0
Field.cs.meta,1,4836,20,4816,0,0.0
Fields.cs,1,4836,20,4816,0,0.0
Fields.cs.meta,1,4836,20,4816,0,0.0
FileBrowser.class,7,4527,2220,2307,0,0.0
FileBrowser.class.meta,5,4454,2173,2281,0,0.0
FileBrowser.cs,35,53507,24633,28874,7,0.2
FileBrowser.cs.meta,6,2827,1093,1734,0,0.0
FileBrowser.java,8,2505,218,2287,0,0.0
FileBrowser.java.meta,2,2305,78,2227,0,0.0
FileBrowser.meta,6,3636,633,3003,0,0.0
FileBrowser.prefab,1,604,161,443,0,0.0
FileBrowser.prefab.meta,1,604,161,443,0,0.0
FileBrowserListener.cs,3,902,306,596,0,0.0
FileBrowserListener.cs.meta,3,1124,579,545,0,0.0
FileButton.prefab,1,214,0,214,0,0.0
FileButton.prefab.meta,1,214,0,214,0,0.0
FireBall_Blue.mat,4,61707,25431,36276,0,0.0
FireBall_Blue.mat.meta,4,61707,25431,36276,0,0.0
Fire_Spider.prefab,4,61707,25431,36276,0,0.0
Fire_Spider.prefab.meta,4,61707,25431,36276,0,0.0
Fire_Spider_Detonate.prefab,4,61707,25431,36276,0,0.0
Fire_Spider_Detonate.prefab.meta,4,61707,25431,36276,0,0.0
FireballA.mat,4,61707,25431,36276,0,0.0
FireballA.mat.meta,4,61707,25431,36276,0,0.0
Fireball_Blue_UVA.psd,4,61707,25431,36276,0,0.0
Fireball_Blue_UVA.psd.meta,4,61707,25431,36276,0,0.0
Fireball_Storm_UVA_01_test.psd,4,61707,25431,36276,0,0.0
Fireball_Storm_UVA_01_test.psd.meta,4,61707,25431,36276,0,0.0
FirstPersonController.cs,20,108913,668,108245,6,0.3
FirstPersonController.cs.meta,2,301,28,273,0,0.0
Fisheye.cs,1,23752,8,23744,0,0.0
Fisheye.cs.meta,1,23752,8,23744,0,0.0
FisheyeShader.shader,1,23752,8,23744,0,0.0
FisheyeShader.shader.meta,1,23752,8,23744,0,0.0
FixupFiles.cs,1,21682,20,21662,0,0.0
FixupFiles.cs.meta,1,21682,20,21662,0,0.0
Flare50mm.mat,1,23752,8,23744,0,0.0
Flare50mm.mat.meta,1,23752,8,23744,0,0.0
Flare50mm.psd,1,23752,8,23744,0,0.0
Flare50mm.psd.meta,1,23752,8,23744,0,0.0
FlareSmall.flare,1,23752,8,23744,0,0.0
FlareSmall.flare.meta,1,23752,8,23744,0,0.0
FlareStar.psd,1,23752,8,23744,0,0.0
FlareStar.psd.meta,1,23752,8,23744,0,0.0
Flares.meta,1,23752,8,23744,0,0.0
FlashlightCookie.tif,1,23752,8,23744,0,0.0
FlashlightCookie.tif.meta,1,23752,8,23744,0,0.0
FlashlightIrregularCookie.tif,1,23752,8,23744,0,0.0
FlashlightIrregularCookie.tif.meta,1,23752,8,23744,0,0.0
FloatComparer.cs,3,54470,18194,36276,0,0.0
FloatComparer.cs.meta,3,54470,18194,36276,0,0.0
Floor1.png,2,709,13,696,0,0.0
Floor1.png.meta,2,709,13,696,0,0.0
Floor1.prefab,2,108,20,88,1,0.5
Floor1.prefab.meta,1,57,0,57,0,0.0
Floor1Material.mat,2,24378,9,24369,0,0.0
Floor1Material.mat.meta,2,24378,9,24369,0,0.0
Floor1Normal.png,2,709,13,696,0,0.0
Floor1Normal.png.meta,2,709,13,696,0,0.0
Floor2.png,1,1740,3,1737,1,1.0
Floor2.png.meta,1,1740,3,1737,1,1.0
Floor2.prefab,2,108,20,88,1,0.5
Floor2.prefab.meta,1,57,0,57,0,0.0
Floor2Material.mat,3,25549,11,25538,1,0.3333333333333333
Floor2Material.mat.meta,2,25492,11,25481,1,0.5
Floor2Normal.png,1,360,99,261,1,1.0
Floor2Normal.png.meta,1,360,99,261,1,1.0
Floor3.png,1,1248,7,1241,0,0.0
Floor3.png.meta,1,1248,7,1241,0,0.0
Floor3.prefab,3,146,41,105,1,0.3333333333333333
Floor3.prefab.meta,1,60,5,55,0,0.0
Floor3Material.mat,2,25000,15,24985,0,0.0
Floor3Material.mat.meta,2,25000,15,24985,0,0.0
Floor3Normal.png,1,1248,7,1241,0,0.0
Floor3Normal.png.meta,1,1248,7,1241,0,0.0
Floor4.png,1,1248,7,1241,0,0.0
Floor4.png.meta,1,1248,7,1241,0,0.0
Floor4.prefab,3,146,41,105,1,0.3333333333333333
Floor4.prefab.meta,1,60,5,55,0,0.0
Floor4Material.mat,2,25000,15,24985,0,0.0
Floor4Material.mat.meta,2,25000,15,24985,0,0.0
Floor4Normal.png,1,1248,7,1241,0,0.0
Floor4Normal.png.meta,1,1248,7,1241,0,0.0
Floor5.prefab,2,23803,28,23775,1,0.5
Floor5.prefab.meta,1,23752,8,23744,0,0.0
Floor5Material.mat,1,23752,8,23744,0,0.0
Floor5Material.mat.meta,1,23752,8,23744,0,0.0
Floor5Normal.tga,1,23752,8,23744,0,0.0
Floor5Normal.tga.meta,1,23752,8,23744,0,0.0
Fonts.meta,16,102749,539,102210,3,0.1875
Footstep1.wav,1,187,1,186,0,0.0
Footstep1.wav.meta,1,187,1,186,0,0.0
Footstep2.wav,1,187,1,186,0,0.0
Footstep2.wav.meta,1,187,1,186,0,0.0
Footstep3.wav,1,187,1,186,0,0.0
Footstep3.wav.meta,1,187,1,186,0,0.0
Footstep4.wav,1,187,1,186,0,0.0
Footstep4.wav.meta,1,187,1,186,0,0.0
Footstep5.wav,1,187,1,186,0,0.0
Footstep5.wav.meta,1,187,1,186,0,0.0
FootstepHandler.js,4,61707,25431,36276,0,0.0
FootstepHandler.js.meta,4,61707,25431,36276,0,0.0
FootstepsScript.cs,4,5108,51,5057,0,0.0
FootstepsScript.cs.meta,2,301,28,273,0,0.0
Frame.cs,2,1486,67,1419,0,0.0
Frame.cs.meta,1,1248,7,1241,0,0.0
Frame1.FBX,1,1248,7,1241,0,0.0
Frame1.FBX.meta,1,1248,7,1241,0,0.0
Frame1.mat,3,2514,65,2449,0,0.0
Frame1.mat.meta,4,2524,75,2449,0,0.0
Frame1.png,1,1248,7,1241,0,0.0
Frame1.png.meta,1,1248,7,1241,0,0.0
Frame1.prefab,2,1486,67,1419,0,0.0
Frame1.prefab.meta,1,1248,7,1241,0,0.0
Frame1Material.mat,1,1248,7,1241,0,0.0
Frame1Material.mat.meta,1,1248,7,1241,0,0.0
Frame1Normal.png,1,1248,7,1241,0,0.0
Frame1Normal.png.meta,1,1248,7,1241,0,0.0
Frame2.FBX,1,1248,7,1241,0,0.0
Frame2.FBX.meta,1,1248,7,1241,0,0.0
Frame2.png,1,1248,7,1241,0,0.0
Frame2.png.meta,1,1248,7,1241,0,0.0
Frame2.prefab,2,1486,67,1419,0,0.0
Frame2.prefab.meta,1,1248,7,1241,0,0.0
Frame2Material.mat,1,1248,7,1241,0,0.0
Frame2Material.mat.meta,1,1248,7,1241,0,0.0
Frame2Normal.png,1,1248,7,1241,0,0.0
Frame2Normal.png.meta,1,1248,7,1241,0,0.0
Frames.meta,1,1248,7,1241,0,0.0
FreeMovementMotor.js,4,61707,25431,36276,0,0.0
FreeMovementMotor.js.meta,4,61707,25431,36276,0,0.0
Frictionless.physicMaterial,4,61707,25431,36276,0,0.0
Frictionless.physicMaterial.meta,4,61707,25431,36276,0,0.0
Fx.meta,12,124322,51096,73226,0,0.0
GAI.h,1,4836,20,4816,0,0.0
GAI.h.meta,1,4836,20,4816,0,0.0
GAIDictionaryBuilder.h,1,4836,20,4816,0,0.0
GAIDictionaryBuilder.h.meta,1,4836,20,4816,0,0.0
GAIFields.h,1,4836,20,4816,0,0.0
GAIFields.h.meta,1,4836,20,4816,0,0.0
GAIHandler.cs,1,4836,20,4816,0,0.0
GAIHandler.cs.meta,1,4836,20,4816,0,0.0
GAIHandler.h,1,4836,20,4816,0,0.0
GAIHandler.h.meta,1,4836,20,4816,0,0.0
GAIHandler.m,1,4836,20,4816,0,0.0
GAIHandler.m.meta,1,4836,20,4816,0,0.0
GAILogger.h,1,4836,20,4816,0,0.0
GAILogger.h.meta,1,4836,20,4816,0,0.0
GAITrackedViewController.h,1,4836,20,4816,0,0.0
GAITrackedViewController.h.meta,1,4836,20,4816,0,0.0
GAITracker.h,1,4836,20,4816,0,0.0
GAITracker.h.meta,1,4836,20,4816,0,0.0
GAv3.prefab,1,4836,20,4816,0,0.0
GAv3.prefab.meta,1,4836,20,4816,0,0.0
GUI.meta,2,408,25,383,1,0.5
GUIComponent.cs,2,460,151,309,0,0.0
GUIComponent.cs.meta,1,84,5,79,0,0.0
GUIControl.cs,19,4897,1798,3099,2,0.10526315789473684
GUIControl.cs.meta,1,376,146,230,0,0.0
GUIControl.cs.orig,1,298,273,25,1,1.0
GUIControl.cs.orig.meta,2,366,303,63,1,0.5
GUIControlTests.cs,5,1173,324,849,1,0.2
GUIControlTests.cs.meta,1,604,161,443,0,0.0
GUIHUD.mat,1,101002,17,100985,0,0.0
GUIHUD.mat.meta,1,101002,17,100985,0,0.0
GameGroupsConsole.cs,2,23239,1575,21664,0,0.0
GameGroupsConsole.cs.meta,2,23239,1575,21664,0,0.0
GameGroupsConsole.unity,2,23239,1575,21664,0,0.0
GameGroupsConsole.unity.meta,2,23239,1575,21664,0,0.0
GameScore.cs,4,61707,25431,36276,0,0.0
GameScore.cs.meta,4,61707,25431,36276,0,0.0
GeneralComparer.cs,3,54470,18194,36276,0,0.0
GeneralComparer.cs.meta,3,54470,18194,36276,0,0.0
GlassMaterial.mat,2,25000,15,24985,0,0.0
GlassMaterial.mat.meta,2,25000,15,24985,0,0.0
GlassNormal.png,1,1248,7,1241,0,0.0
GlassNormal.png.meta,1,1248,7,1241,0,0.0
GlassStainedBumpDistort.shader,1,1248,7,1241,0,0.0
GlassStainedBumpDistort.shader.meta,1,1248,7,1241,0,0.0
GlobalFog.cs,1,23752,8,23744,0,0.0
GlobalFog.cs.meta,1,23752,8,23744,0,0.0
GlobalFog.shader,1,23752,8,23744,0,0.0
GlobalFog.shader.meta,1,23752,8,23744,0,0.0
GlowPlane.js,4,61707,25431,36276,0,0.0
GlowPlane.js.meta,4,61707,25431,36276,0,0.0
GlowPlane.mat,4,61707,25431,36276,0,0.0
GlowPlane.mat.meta,4,61707,25431,36276,0,0.0
GlowPlaneAngleFade.js,4,61707,25431,36276,0,0.0
GlowPlaneAngleFade.js.meta,4,61707,25431,36276,0,0.0
GoogleAnalyticsAndroidV3.cs,1,4836,20,4816,0,0.0
GoogleAnalyticsAndroidV3.cs.meta,1,4836,20,4816,0,0.0
GoogleAnalyticsMPV3.cs,1,4836,20,4816,0,0.0
GoogleAnalyticsMPV3.cs.meta,1,4836,20,4816,0,0.0
GoogleAnalyticsV3.cs,1,4836,20,4816,0,0.0
GoogleAnalyticsV3.cs.meta,1,4836,20,4816,0,0.0
GoogleAnalyticsV3.meta,1,4836,20,4816,0,0.0
GoogleAnalyticsiOSV3.cs,1,4836,20,4816,0,0.0
GoogleAnalyticsiOSV3.cs.meta,1,4836,20,4816,0,0.0
GraphicsSettings.asset,6,4652,183,4469,1,0.16666666666666666
Grayscale.cs,1,23752,8,23744,0,0.0
Grayscale.cs.meta,1,23752,8,23744,0,0.0
GrayscaleEffect.shader,1,23752,8,23744,0,0.0
GrayscaleEffect.shader.meta,1,23752,8,23744,0,0.0
GroundMaterial.mat,8,24103,21,24082,2,0.25
GroundMaterial.mat.meta,2,23824,8,23816,0,0.0
Group21670Mat.mat,2,172,1,171,0,0.0
Group21670Mat.mat.meta,2,172,1,171,0,0.0
GroupByComparerRenderer.cs,3,54470,18194,36276,0,0.0
GroupByComparerRenderer.cs.meta,3,54470,18194,36276,0,0.0
